time	V(x)	V(z)	-V(yn)
7.412986023228763e-01	1.176175e+00	1.921003e+00	1.996447e+00
7.422986023228763e-01	1.258076e+00	2.110568e+00	2.075818e+00
7.424236023228763e-01	1.268276e+00	2.135907e+00	2.084321e+00
7.426736023228763e-01	1.288627e+00	2.187209e+00	2.100649e+00
7.431736023228762e-01	1.328928e+00	2.293401e+00	2.128958e+00
7.441736023228762e-01	1.406863e+00	2.518336e+00	2.165541e+00
7.451736023228762e-01	1.479398e+00	2.756227e+00	2.171429e+00
7.461736023228762e-01	1.543907e+00	3.000669e+00	2.142062e+00
7.471736023228762e-01	1.597653e+00	3.243648e+00	2.074429e+00
7.481736023228762e-01	1.637978e+00	3.476022e+00	1.967715e+00
7.491736023228762e-01	1.662527e+00	3.688287e+00	1.823774e+00
7.501736023228762e-01	1.669479e+00	3.871552e+00	1.647274e+00
7.511736023228762e-01	1.657753e+00	4.018535e+00	1.445428e+00
7.521736023228762e-01	1.627145e+00	4.124412e+00	1.227306e+00
7.531736023228762e-01	1.578377e+00	4.187296e+00	1.002850e+00
7.541736023228762e-01	1.513037e+00	4.208286e+00	7.817756e-01
7.551736023228762e-01	1.433432e+00	4.191060e+00	5.725877e-01
7.552986023228763e-01	1.422498e+00	4.186164e+00	5.477297e-01
7.555486023228762e-01	1.400293e+00	4.175396e+00	4.986473e-01
7.560486023228762e-01	1.354014e+00	4.148319e+00	4.044880e-01
7.570486023228762e-01	1.255451e+00	4.075233e+00	2.337185e-01
7.571736023228762e-01	1.242597e+00	4.064325e+00	2.142795e-01
7.574236023228762e-01	1.216736e+00	4.041934e+00	1.761975e-01
7.574861023228762e-01	1.210216e+00	4.036126e+00	1.669762e-01
7.576111023228762e-01	1.197143e+00	4.024378e+00	1.487338e-01
7.578611023228762e-01	1.170821e+00	4.000136e+00	1.134503e-01
7.578689148228762e-01	1.169995e+00	3.999362e+00	1.123743e-01
7.578845398228762e-01	1.168342e+00	3.997813e+00	1.102254e-01
7.578884460728762e-01	1.167929e+00	3.997425e+00	1.096893e-01
7.578885681431887e-01	1.167916e+00	3.997413e+00	1.096726e-01
7.578888122838138e-01	1.167890e+00	3.997389e+00	1.096391e-01
7.578888733189700e-01	1.167883e+00	3.997383e+00	1.096307e-01
7.578889953892826e-01	1.167870e+00	3.997370e+00	1.096139e-01
7.578890259068607e-01	1.167867e+00	3.997368e+00	1.096097e-01
7.578890869420170e-01	1.167861e+00	3.997361e+00	1.096014e-01
7.578890871804356e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890871878862e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890872027874e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890872325896e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890872921943e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890874114036e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890874412059e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890874486565e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890874635577e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890874672829e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890874747335e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890874896347e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890875194370e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890875790416e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890876982509e-01	1.167861e+00	3.997361e+00	1.096013e-01
7.578890879366695e-01	1.167861e+00	3.997361e+00	1.096012e-01
7.578890884135067e-01	1.167861e+00	3.997361e+00	1.096012e-01
7.578890893671810e-01	1.167861e+00	3.997361e+00	1.096010e-01
7.578890896055996e-01	1.167861e+00	3.997361e+00	1.096010e-01
7.578890900824368e-01	1.167860e+00	3.997361e+00	1.096009e-01
7.578890910361111e-01	1.167860e+00	3.997361e+00	1.096008e-01
7.578890929434597e-01	1.167860e+00	3.997361e+00	1.096006e-01
7.578890934202969e-01	1.167860e+00	3.997361e+00	1.096005e-01
7.578890943739712e-01	1.167860e+00	3.997361e+00	1.096004e-01
7.578890962813198e-01	1.167860e+00	3.997360e+00	1.096001e-01
7.578890967581570e-01	1.167860e+00	3.997360e+00	1.096000e-01
7.578890977118313e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890979502499e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890979577005e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890979595632e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890979632884e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890979707390e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890979856402e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890980154425e-01	1.167860e+00	3.997360e+00	1.095999e-01
7.578890980750471e-01	1.167860e+00	3.997360e+00	1.095998e-01
7.578890981942564e-01	1.167860e+00	3.997360e+00	1.095998e-01
7.578890984326750e-01	1.167860e+00	3.997360e+00	1.095998e-01
7.578890989095122e-01	1.167859e+00	3.997360e+00	1.095997e-01
7.578890998631865e-01	1.167859e+00	3.997360e+00	1.095996e-01
7.578891017705351e-01	1.167859e+00	3.997360e+00	1.095993e-01
7.578891055852324e-01	1.167859e+00	3.997360e+00	1.095988e-01
7.578891132146269e-01	1.167858e+00	3.997359e+00	1.095978e-01
7.578891284734159e-01	1.167856e+00	3.997357e+00	1.095957e-01
7.578891589909941e-01	1.167853e+00	3.997354e+00	1.095915e-01
7.578892200261503e-01	1.167847e+00	3.997348e+00	1.095831e-01
7.578893420964629e-01	1.167834e+00	3.997336e+00	1.095664e-01
7.578895862370879e-01	1.167808e+00	3.997312e+00	1.095329e-01
7.578900745183379e-01	1.167756e+00	3.997263e+00	1.094659e-01
7.578910510808379e-01	1.167653e+00	3.997166e+00	1.093319e-01
7.578930042058378e-01	1.167446e+00	3.996972e+00	1.090641e-01
7.578969104558378e-01	1.167033e+00	3.996584e+00	1.085287e-01
7.579047229558379e-01	1.166206e+00	3.995807e+00	1.074590e-01
7.579203479558378e-01	1.164551e+00	3.994250e+00	1.053245e-01
7.579515979558379e-01	1.161240e+00	3.991125e+00	1.010741e-01
7.580140979558379e-01	1.154608e+00	3.984834e+00	9.264836e-02
7.581390979558379e-01	1.141313e+00	3.972094e+00	7.609632e-02
7.583890979558379e-01	1.114617e+00	3.946020e+00	4.418498e-02
7.588890979558378e-01	1.060960e+00	3.891840e+00	-1.493028e-02
7.598890979558378e-01	9.537225e-01	3.777773e+00	-1.151327e-01
7.608890979558378e-01	8.482197e-01	3.659422e+00	-1.929854e-01
7.618890979558378e-01	7.462870e-01	3.540374e+00	-2.511659e-01
7.628890979558378e-01	6.493169e-01	3.423185e+00	-2.926359e-01
7.638890979558378e-01	5.582871e-01	3.309532e+00	-3.203581e-01
7.648890979558378e-01	4.738091e-01	3.200396e+00	-3.371103e-01
7.658890979558378e-01	3.961850e-01	3.096239e+00	-3.453790e-01
7.668890979558378e-01	3.254679e-01	2.997159e+00	-3.473141e-01
7.678890979558378e-01	2.615168e-01	2.903023e+00	-3.447236e-01
7.688890979558378e-01	2.040478e-01	2.813560e+00	-3.390947e-01
7.698890979558378e-01	1.526756e-01	2.728430e+00	-3.316264e-01
7.708890979558378e-01	1.069497e-01	2.647276e+00	-3.232692e-01
7.718890979558378e-01	6.638154e-02	2.569749e+00	-3.147640e-01
7.720140979558379e-01	6.168895e-02	2.560326e+00	-3.137190e-01
7.722640979558378e-01	5.244522e-02	2.541580e+00	-3.116467e-01
7.723265979558378e-01	5.018696e-02	2.536931e+00	-3.111354e-01
7.724515979558378e-01	4.570481e-02	2.527657e+00	-3.101181e-01
7.727015979558378e-01	3.694378e-02	2.509257e+00	-3.081172e-01
7.727640979558378e-01	3.480360e-02	2.504693e+00	-3.076259e-01
7.728890979558378e-01	3.055588e-02	2.495589e+00	-3.066500e-01
7.731390979558378e-01	2.225341e-02	2.477521e+00	-3.047398e-01
7.736390979558377e-01	6.391208e-03	2.441932e+00	-3.011051e-01
7.746390979558377e-01	-2.258976e-02	2.372837e+00	-2.947140e-01
7.756390979558377e-01	-4.826597e-02	2.306360e+00	-2.896673e-01
7.766390979558377e-01	-7.108875e-02	2.242322e+00	-2.861443e-01
7.776390979558377e-01	-9.148096e-02	2.180575e+00	-2.842709e-01
7.786390979558377e-01	-1.098353e-01	2.120998e+00	-2.841345e-01
7.796390979558377e-01	-1.265143e-01	2.063498e+00	-2.857966e-01
7.806390979558377e-01	-1.418509e-01	2.008004e+00	-2.893016e-01
7.816390979558377e-01	-1.561501e-01	1.954460e+00	-2.946856e-01
7.826390979558377e-01	-1.696914e-01	1.902833e+00	-3.019822e-01
7.836390979558377e-01	-1.827307e-01	1.853103e+00	-3.112277e-01
7.846390979558377e-01	-1.955035e-01	1.805265e+00	-3.224648e-01
7.856390979558378e-01	-2.082274e-01	1.759329e+00	-3.357462e-01
7.866390979558378e-01	-2.211048e-01	1.715321e+00	-3.511361e-01
7.876390979558378e-01	-2.343256e-01	1.673282e+00	-3.687127e-01
7.886390979558378e-01	-2.480698e-01	1.633273e+00	-3.885688e-01
7.896390979558378e-01	-2.625098e-01	1.595370e+00	-4.108127e-01
7.906390979558378e-01	-2.778126e-01	1.559675e+00	-4.355684e-01
7.916390979558378e-01	-2.941419e-01	1.526312e+00	-4.629753e-01
7.917640979558378e-01	-2.962712e-01	1.522331e+00	-4.666154e-01
7.920140979558378e-01	-3.005682e-01	1.514447e+00	-4.739845e-01
7.925140979558377e-01	-3.094001e-01	1.499161e+00	-4.892635e-01
7.935140979558377e-01	-3.280918e-01	1.470608e+00	-5.220656e-01
7.945140979558377e-01	-3.482762e-01	1.444919e+00	-5.579940e-01
7.955140979558377e-01	-3.701176e-01	1.422351e+00	-5.972321e-01
7.965140979558377e-01	-3.937823e-01	1.403214e+00	-6.399663e-01
7.975140979558377e-01	-4.194384e-01	1.387867e+00	-6.863798e-01
7.985140979558377e-01	-4.472547e-01	1.376734e+00	-7.366443e-01
7.995140979558377e-01	-4.773994e-01	1.370306e+00	-7.909089e-01
8.005140979558377e-01	-5.100371e-01	1.369151e+00	-8.492866e-01
8.015140979558377e-01	-5.453248e-01	1.373915e+00	-9.118362e-01
8.025140979558377e-01	-5.834067e-01	1.385332e+00	-9.785407e-01
8.035140979558377e-01	-6.244068e-01	1.404225e+00	-1.049280e+00
8.045140979558377e-01	-6.684190e-01	1.431499e+00	-1.123798e+00
8.055140979558377e-01	-7.154961e-01	1.468131e+00	-1.201667e+00
8.065140979558377e-01	-7.656346e-01	1.515157e+00	-1.282242e+00
8.075140979558377e-01	-8.187574e-01	1.573632e+00	-1.364615e+00
8.085140979558377e-01	-8.746938e-01	1.644585e+00	-1.447572e+00
8.095140979558377e-01	-9.331567e-01	1.728949e+00	-1.529545e+00
8.105140979558377e-01	-9.937189e-01	1.827474e+00	-1.608585e+00
8.115140979558377e-01	-1.055789e+00	1.940609e+00	-1.682345e+00
8.125140979558377e-01	-1.118593e+00	2.068368e+00	-1.748107e+00
8.135140979558377e-01	-1.181152e+00	2.210190e+00	-1.802841e+00
8.145140979558377e-01	-1.242288e+00	2.364788e+00	-1.843327e+00
8.155140979558377e-01	-1.300625e+00	2.530030e+00	-1.866342e+00
8.165140979558377e-01	-1.354625e+00	2.702868e+00	-1.868899e+00
8.175140979558377e-01	-1.402634e+00	2.879347e+00	-1.848550e+00
8.185140979558377e-01	-1.442966e+00	3.054724e+00	-1.803692e+00
8.195140979558377e-01	-1.473995e+00	3.223700e+00	-1.733862e+00
8.205140979558377e-01	-1.494272e+00	3.380779e+00	-1.639940e+00
8.215140979558377e-01	-1.502635e+00	3.520696e+00	-1.524236e+00
8.225140979558377e-01	-1.498319e+00	3.638879e+00	-1.390397e+00
8.235140979558377e-01	-1.481029e+00	3.731858e+00	-1.243156e+00
8.245140979558377e-01	-1.450983e+00	3.797559e+00	-1.087928e+00
8.255140979558377e-01	-1.408902e+00	3.835428e+00	-9.303333e-01
8.265140979558377e-01	-1.355961e+00	3.846372e+00	-7.757120e-01
8.275140979558377e-01	-1.293699e+00	3.832541e+00	-6.287119e-01
8.285140979558377e-01	-1.223905e+00	3.796989e+00	-4.930010e-01
8.286390979558378e-01	-1.214684e+00	3.791016e+00	-4.770648e-01
8.288890979558378e-01	-1.196084e+00	3.778532e+00	-4.456462e-01
8.293890979558377e-01	-1.158013e+00	3.750516e+00	-3.856000e-01
8.303890979558377e-01	-1.079283e+00	3.684061e+00	-2.771012e-01
8.313890979558377e-01	-9.984657e-01	3.606416e+00	-1.842972e-01
8.315140979558377e-01	-9.882862e-01	3.596005e+00	-1.739228e-01
8.317640979558377e-01	-9.679283e-01	3.574962e+00	-1.536535e-01
8.318265979558377e-01	-9.628403e-01	3.569621e+00	-1.487655e-01
8.319515979558377e-01	-9.526676e-01	3.558891e+00	-1.391077e-01
8.319828479558378e-01	-9.501258e-01	3.556190e+00	-1.367375e-01
8.320453479558377e-01	-9.450433e-01	3.550776e+00	-1.320263e-01
8.320609729558377e-01	-9.437731e-01	3.549419e+00	-1.308595e-01
8.320922229558377e-01	-9.412331e-01	3.546701e+00	-1.285331e-01
8.321000354558378e-01	-9.405982e-01	3.546020e+00	-1.279542e-01
8.321156604558377e-01	-9.393286e-01	3.544658e+00	-1.267983e-01
8.321195667058378e-01	-9.390112e-01	3.544318e+00	-1.265101e-01
8.321205432683377e-01	-9.389318e-01	3.544232e+00	-1.264380e-01
8.321207874089628e-01	-9.389120e-01	3.544211e+00	-1.264200e-01
8.321212756902128e-01	-9.388723e-01	3.544168e+00	-1.263839e-01
8.321212909490018e-01	-9.388711e-01	3.544167e+00	-1.263828e-01
8.321212947636990e-01	-9.388707e-01	3.544167e+00	-1.263825e-01
8.321213023930936e-01	-9.388701e-01	3.544166e+00	-1.263820e-01
8.321213043004422e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213047772793e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213047921805e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213047959057e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213048033563e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213048182575e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213048480598e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213049076644e-01	-9.388700e-01	3.544166e+00	-1.263818e-01
8.321213050268738e-01	-9.388699e-01	3.544166e+00	-1.263818e-01
8.321213052652924e-01	-9.388699e-01	3.544166e+00	-1.263818e-01
8.321213057421295e-01	-9.388698e-01	3.544166e+00	-1.263817e-01
8.321213066958039e-01	-9.388698e-01	3.544166e+00	-1.263817e-01
8.321213086031525e-01	-9.388697e-01	3.544166e+00	-1.263815e-01
8.321213124178497e-01	-9.388693e-01	3.544165e+00	-1.263812e-01
8.321213200472443e-01	-9.388687e-01	3.544165e+00	-1.263807e-01
8.321213353060333e-01	-9.388674e-01	3.544163e+00	-1.263795e-01
8.321213658236114e-01	-9.388650e-01	3.544161e+00	-1.263773e-01
8.321214268587677e-01	-9.388600e-01	3.544155e+00	-1.263728e-01
8.321215489290802e-01	-9.388501e-01	3.544145e+00	-1.263638e-01
8.321217930697052e-01	-9.388303e-01	3.544123e+00	-1.263458e-01
8.321222813509552e-01	-9.387906e-01	3.544081e+00	-1.263098e-01
8.321232579134552e-01	-9.387112e-01	3.543996e+00	-1.262377e-01
8.321252110384552e-01	-9.385526e-01	3.543825e+00	-1.260937e-01
8.321256993197051e-01	-9.385129e-01	3.543783e+00	-1.260577e-01
8.321266758822051e-01	-9.384335e-01	3.543697e+00	-1.259858e-01
8.321286290072051e-01	-9.382749e-01	3.543527e+00	-1.258418e-01
8.321325352572051e-01	-9.379575e-01	3.543186e+00	-1.255542e-01
8.321403477572051e-01	-9.373229e-01	3.542504e+00	-1.249796e-01
8.321559727572051e-01	-9.360537e-01	3.541138e+00	-1.238330e-01
8.321872227572051e-01	-9.335159e-01	3.538404e+00	-1.215508e-01
8.322497227572051e-01	-9.284428e-01	3.532918e+00	-1.170297e-01
8.323747227572051e-01	-9.183081e-01	3.521887e+00	-1.081598e-01
8.326247227572051e-01	-8.980939e-01	3.499599e+00	-9.109985e-02
8.331247227572051e-01	-8.579606e-01	3.454269e+00	-5.962262e-02
8.341247227572051e-01	-7.794012e-01	3.361605e+00	-6.547952e-03
8.351247227572051e-01	-7.038395e-01	3.267642e+00	3.454194e-02
8.361247227572051e-01	-6.320532e-01	3.173846e+00	6.529472e-02
8.371247227572051e-01	-5.645887e-01	3.081264e+00	8.735615e-02
8.381247227572051e-01	-5.017878e-01	2.990598e+00	1.022862e-01
8.391247227572051e-01	-4.438179e-01	2.902286e+00	1.115073e-01
8.401247227572051e-01	-3.907027e-01	2.816566e+00	1.162774e-01
8.411247227572051e-01	-3.423521e-01	2.733531e+00	1.176818e-01
8.421247227572051e-01	-2.985891e-01	2.653182e+00	1.166375e-01
8.431247227572051e-01	-2.591739e-01	2.575457e+00	1.139043e-01
8.441247227572051e-01	-2.238237e-01	2.500259e+00	1.101018e-01
8.451247227572051e-01	-1.922297e-01	2.427476e+00	1.057260e-01
8.461247227572051e-01	-1.640700e-01	2.356988e+00	1.011685e-01
8.471247227572051e-01	-1.390205e-01	2.288679e+00	9.673247e-02
8.481247227572051e-01	-1.167623e-01	2.222439e+00	9.264871e-02
8.491247227572051e-01	-9.698790e-02	2.158167e+00	8.908960e-02
8.501247227572051e-01	-7.940476e-02	2.095772e+00	8.618111e-02
8.511247227572051e-01	-6.373792e-02	2.035171e+00	8.401328e-02
8.521247227572051e-01	-4.973136e-02	1.976292e+00	8.264913e-02
8.531247227572051e-01	-3.714834e-02	1.919069e+00	8.213206e-02
8.541247227572051e-01	-2.577118e-02	1.863443e+00	8.249211e-02
8.551247227572051e-01	-1.540047e-02	1.809364e+00	8.375098e-02
8.561247227572051e-01	-5.853910e-03	1.756783e+00	8.592632e-02
8.571247227572051e-01	3.035076e-03	1.705660e+00	8.903512e-02
8.581247227572051e-01	1.141893e-02	1.655957e+00	9.309654e-02
8.591247227572051e-01	1.943761e-02	1.607641e+00	9.813418e-02
8.601247227572051e-01	2.722029e-02	1.560683e+00	1.041780e-01
8.611247227572051e-01	3.488709e-02	1.515058e+00	1.112661e-01
8.621247227572051e-01	4.255075e-02	1.470744e+00	1.194458e-01
8.631247227572051e-01	5.031829e-02	1.427724e+00	1.287749e-01
8.641247227572051e-01	5.829261e-02	1.385988e+00	1.393234e-01
8.651247227572051e-01	6.657407e-02	1.345529e+00	1.511736e-01
8.661247227572051e-01	7.526200e-02	1.306346e+00	1.644222e-01
8.671247227572051e-01	8.445618e-02	1.268446e+00	1.791807e-01
8.681247227572051e-01	9.425826e-02	1.231846e+00	1.955768e-01
8.681403477572051e-01	9.441674e-02	1.231285e+00	1.958467e-01
8.681715977572051e-01	9.473406e-02	1.230163e+00	1.963875e-01
8.681794102572051e-01	9.481351e-02	1.229883e+00	1.965230e-01
8.681950352572051e-01	9.497252e-02	1.229322e+00	1.967943e-01
8.682262852572051e-01	9.529106e-02	1.228203e+00	1.973381e-01
8.682272618197051e-01	9.530103e-02	1.228168e+00	1.973551e-01
8.682275059603302e-01	9.530352e-02	1.228159e+00	1.973594e-01
8.682275669954864e-01	9.530415e-02	1.228157e+00	1.973604e-01
8.682276890657989e-01	9.530539e-02	1.228152e+00	1.973626e-01
8.682279332064240e-01	9.530788e-02	1.228144e+00	1.973668e-01
8.682284214876740e-01	9.531286e-02	1.228126e+00	1.973753e-01
8.682293980501740e-01	9.532283e-02	1.228091e+00	1.973923e-01
8.682313511751739e-01	9.534277e-02	1.228021e+00	1.974264e-01
8.682352574251739e-01	9.538265e-02	1.227881e+00	1.974946e-01
8.682430699251740e-01	9.546245e-02	1.227602e+00	1.976309e-01
8.682586949251739e-01	9.562217e-02	1.227043e+00	1.979039e-01
8.682899449251740e-01	9.594215e-02	1.225926e+00	1.984513e-01
8.683524449251739e-01	9.658427e-02	1.223695e+00	1.995514e-01
8.684774449251740e-01	9.787715e-02	1.219250e+00	2.017729e-01
8.687274449251740e-01	1.004984e-01	1.210423e+00	2.063024e-01
8.692274449251739e-01	1.058891e-01	1.193021e+00	2.157167e-01
8.702274449251739e-01	1.173171e-01	1.159251e+00	2.360508e-01
8.712274449251739e-01	1.296957e-01	1.126901e+00	2.585352e-01
8.722274449251739e-01	1.431490e-01	1.096043e+00	2.833770e-01
8.732274449251739e-01	1.578100e-01	1.066769e+00	3.108062e-01
8.742274449251739e-01	1.738224e-01	1.039194e+00	3.410764e-01
8.752274449251739e-01	1.913412e-01	1.013468e+00	3.744661e-01
8.762274449251739e-01	2.105346e-01	9.897740e-01	4.112791e-01
8.772274449251739e-01	2.315846e-01	9.683396e-01	4.518442e-01
8.773524449251739e-01	2.343703e-01	9.658493e-01	4.572248e-01
8.776024449251739e-01	2.400073e-01	9.609504e-01	4.681168e-01
8.776649449251739e-01	2.414413e-01	9.597564e-01	4.708892e-01
8.777899449251739e-01	2.443262e-01	9.573896e-01	4.764674e-01
8.778211949251740e-01	2.450538e-01	9.568058e-01	4.778745e-01
8.778836949251739e-01	2.465132e-01	9.556435e-01	4.806973e-01
8.780086949251740e-01	2.494576e-01	9.533513e-01	4.863939e-01
8.780126011751740e-01	2.495502e-01	9.532804e-01	4.865730e-01
8.780135777376740e-01	2.495734e-01	9.532627e-01	4.866178e-01
8.780155308626739e-01	2.496197e-01	9.532272e-01	4.867074e-01
8.780160191439239e-01	2.496312e-01	9.532183e-01	4.867298e-01
8.780169957064239e-01	2.496544e-01	9.532006e-01	4.867746e-01
8.780172398470489e-01	2.496602e-01	9.531962e-01	4.867858e-01
8.780173008822052e-01	2.496616e-01	9.531951e-01	4.867886e-01
8.780174229525177e-01	2.496645e-01	9.531929e-01	4.867942e-01
8.780174534700959e-01	2.496653e-01	9.531924e-01	4.867956e-01
8.780174610994904e-01	2.496654e-01	9.531922e-01	4.867960e-01
8.780174630068390e-01	2.496655e-01	9.531922e-01	4.867961e-01
8.780174668215363e-01	2.496656e-01	9.531921e-01	4.867962e-01
8.780174744509308e-01	2.496658e-01	9.531919e-01	4.867966e-01
8.780174897097198e-01	2.496661e-01	9.531917e-01	4.867973e-01
8.780175202272980e-01	2.496668e-01	9.531911e-01	4.867987e-01
8.780175812624542e-01	2.496683e-01	9.531900e-01	4.868015e-01
8.780177033327667e-01	2.496712e-01	9.531878e-01	4.868071e-01
8.780179474733918e-01	2.496770e-01	9.531834e-01	4.868183e-01
8.780184357546418e-01	2.496886e-01	9.531745e-01	4.868407e-01
8.780194123171418e-01	2.497117e-01	9.531568e-01	4.868855e-01
8.780213654421417e-01	2.497580e-01	9.531214e-01	4.869752e-01
8.780252716921417e-01	2.498507e-01	9.530506e-01	4.871545e-01
8.780330841921418e-01	2.500362e-01	9.529091e-01	4.875134e-01
8.780487091921417e-01	2.504075e-01	9.526267e-01	4.882319e-01
8.780799591921418e-01	2.511518e-01	9.520639e-01	4.896722e-01
8.781424591921417e-01	2.526469e-01	9.509467e-01	4.925658e-01
8.782674591921418e-01	2.556635e-01	9.487455e-01	4.984053e-01
8.785174591921417e-01	2.618039e-01	9.444797e-01	5.102958e-01
8.790174591921417e-01	2.745266e-01	9.365174e-01	5.349464e-01
8.800174591921417e-01	3.018505e-01	9.230800e-01	5.879136e-01
8.810174591921417e-01	3.318639e-01	9.133415e-01	6.460728e-01
8.820174591921417e-01	3.648243e-01	9.078937e-01	7.098295e-01
8.830174591921417e-01	4.010031e-01	9.074491e-01	7.795786e-01
8.840174591921417e-01	4.406817e-01	9.128596e-01	8.556841e-01
8.850174591921417e-01	4.841467e-01	9.251375e-01	9.384524e-01
8.860174591921417e-01	5.316823e-01	9.454744e-01	1.028094e+00
8.870174591921417e-01	5.835583e-01	9.752595e-01	1.124676e+00
8.880174591921417e-01	6.400157e-01	1.016089e+00	1.228055e+00
8.890174591921417e-01	7.012450e-01	1.069768e+00	1.337801e+00
8.900174591921417e-01	7.673591e-01	1.138290e+00	1.453097e+00
8.910174591921417e-01	8.383588e-01	1.223791e+00	1.572624e+00
8.920174591921417e-01	9.140890e-01	1.328463e+00	1.694439e+00
8.930174591921417e-01	9.941887e-01	1.454417e+00	1.815844e+00
8.940174591921417e-01	1.078033e+00	1.603477e+00	1.933275e+00
8.950174591921417e-01	1.164673e+00	1.776904e+00	2.042237e+00
8.960174591921417e-01	1.252777e+00	1.975046e+00	2.137322e+00
8.970174591921417e-01	1.340592e+00	2.196943e+00	2.212356e+00
8.980174591921417e-01	1.425920e+00	2.439922e+00	2.260716e+00
8.990174591921417e-01	1.506145e+00	2.699265e+00	2.275857e+00
9.000174591921417e-01	1.578316e+00	2.968064e+00	2.252033e+00
9.010174591921417e-01	1.639294e+00	3.237347e+00	2.185150e+00
9.020174591921417e-01	1.685969e+00	3.496597e+00	2.073614e+00
9.021424591921418e-01	1.690539e+00	3.527674e+00	2.056201e+00
9.023924591921417e-01	1.699122e+00	3.589074e+00	2.020035e+00
9.028924591921417e-01	1.712821e+00	3.706829e+00	1.939900e+00
9.038924591921417e-01	1.725478e+00	3.917393e+00	1.751542e+00
9.048924591921417e-01	1.717514e+00	4.088223e+00	1.532172e+00
9.058924591921417e-01	1.688432e+00	4.212993e+00	1.292134e+00
9.068924591921417e-01	1.638831e+00	4.288897e+00	1.043094e+00
9.078924591921417e-01	1.570359e+00	4.316805e+00	7.966587e-01
9.088924591921417e-01	1.485552e+00	4.300838e+00	5.630932e-01
9.098924591921417e-01	1.387570e+00	4.247498e+00	3.503858e-01
9.108924591921417e-01	1.279905e+00	4.164592e+00	1.637901e-01
9.109936031063778e-01	1.268558e+00	4.154706e+00	1.466352e-01
9.111958909348500e-01	1.245752e+00	4.134529e+00	1.129256e-01
9.112464628919680e-01	1.240011e+00	4.129335e+00	1.047236e-01
9.112480432656279e-01	1.239831e+00	4.129173e+00	1.044674e-01
9.112512040129478e-01	1.239473e+00	4.128848e+00	1.039551e-01
9.112519941997778e-01	1.239383e+00	4.128767e+00	1.038270e-01
9.112520188931162e-01	1.239380e+00	4.128765e+00	1.038230e-01
9.112520682797931e-01	1.239374e+00	4.128759e+00	1.038150e-01
9.112521670531468e-01	1.239363e+00	4.128749e+00	1.037990e-01
9.112523645998544e-01	1.239341e+00	4.128729e+00	1.037670e-01
9.112527596932694e-01	1.239296e+00	4.128688e+00	1.037030e-01
9.112528584666231e-01	1.239285e+00	4.128678e+00	1.036870e-01
9.112530560133306e-01	1.239262e+00	4.128658e+00	1.036550e-01
9.112531054000075e-01	1.239257e+00	4.128653e+00	1.036470e-01
9.112532041733612e-01	1.239245e+00	4.128643e+00	1.036310e-01
9.112534017200687e-01	1.239223e+00	4.128623e+00	1.035990e-01
9.112534078934034e-01	1.239222e+00	4.128622e+00	1.035980e-01
9.112534202400726e-01	1.239221e+00	4.128621e+00	1.035960e-01
9.112534206259060e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207223644e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207253787e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207314074e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207434646e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207464790e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207525076e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207645648e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207886794e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534207947081e-01	1.239221e+00	4.128620e+00	1.035959e-01
9.112534208067653e-01	1.239221e+00	4.128620e+00	1.035959e-01
